Time,Load (%),Temperature (C),Memory (MB),Stress_Level,Suggestion
1774681972.053546,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.094566,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.1365407,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.17867,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.2187076,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.2579505,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.2966259,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.338196,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.3782644,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.4176862,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.4646695,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.5117192,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.5506973,10.0,62.0,273.0,Low Stress,Increase workload
1774681972.5896192,10.0,62.0,273.0,Low Stress,Increase workload
1774681972.6291618,10.0,62.0,273.0,Low Stress,Increase workload
1774681972.6690006,10.0,62.0,273.0,Low Stress,Increase workload
1774681972.7098186,10.0,62.0,273.0,Low Stress,Increase workload
1774681972.7499974,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.789837,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.8297355,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.8699782,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.912735,13.0,62.0,273.0,Low Stress,Increase workload
1774681972.955081,12.0,62.0,273.0,Low Stress,Increase workload
1774681972.9965613,12.0,62.0,273.0,Low Stress,Increase workload
1774681973.0373957,12.0,62.0,273.0,Low Stress,Increase workload
1774681973.0787742,12.0,62.0,273.0,Low Stress,Increase workload
1774681973.1200056,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.1629102,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.2051706,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.247435,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.2873466,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.330163,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.3698938,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.409984,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.4512358,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.495036,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.5421357,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.5835433,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.622969,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.6635184,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.7040026,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.7455864,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.786871,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.8275623,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.8675618,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.9083655,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.9492276,13.0,62.0,273.0,Low Stress,Increase workload
1774681973.9917736,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.033061,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.0749938,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.1173587,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.1592004,10.0,62.0,273.0,Low Stress,Increase workload
1774681974.203695,10.0,62.0,273.0,Low Stress,Increase workload
1774681974.2451334,10.0,62.0,273.0,Low Stress,Increase workload
1774681974.2863178,10.0,62.0,273.0,Low Stress,Increase workload
1774681974.32766,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.3680964,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.4079258,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.4487762,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.4885306,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.533818,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.5769663,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.6155608,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.654367,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.6948798,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.7396958,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.7835765,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.824062,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.8638735,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.9033902,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.9431012,13.0,62.0,273.0,Low Stress,Increase workload
1774681974.984823,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.024971,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.0653076,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.1050603,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.144256,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.1884727,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.2304742,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.2715685,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.3126504,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.357339,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.39792,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.4395754,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.4795635,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.519252,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.5679288,12.0,62.0,273.0,Low Stress,Increase workload
1774681975.6102223,12.0,62.0,273.0,Low Stress,Increase workload
1774681975.6521814,12.0,62.0,273.0,Low Stress,Increase workload
1774681975.6946929,12.0,62.0,273.0,Low Stress,Increase workload
1774681975.7379994,12.0,62.0,273.0,Low Stress,Increase workload
1774681975.7799003,12.0,62.0,273.0,Low Stress,Increase workload
1774681975.822023,12.0,62.0,273.0,Low Stress,Increase workload
1774681975.8639817,12.0,62.0,273.0,Low Stress,Increase workload
1774681975.9053166,12.0,62.0,273.0,Low Stress,Increase workload
1774681975.9458692,13.0,62.0,273.0,Low Stress,Increase workload
1774681975.9866347,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.026547,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.0662959,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.109332,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.1490703,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.191092,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.2318153,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.2727637,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.3123436,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.3515606,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.3920934,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.434889,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.4774303,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.5184798,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.5598805,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.6146057,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.6576293,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.7018626,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.7447271,10.0,62.0,273.0,Low Stress,Increase workload
1774681976.7858915,10.0,62.0,273.0,Low Stress,Increase workload
1774681976.8285046,10.0,62.0,273.0,Low Stress,Increase workload
1774681976.8719015,10.0,62.0,273.0,Low Stress,Increase workload
1774681976.9148955,10.0,62.0,273.0,Low Stress,Increase workload
1774681976.957931,13.0,62.0,273.0,Low Stress,Increase workload
1774681976.9998076,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.0417693,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.0853484,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.1254408,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.1650395,11.0,62.0,273.0,Low Stress,Increase workload
1774681977.2062123,11.0,62.0,273.0,Low Stress,Increase workload
1774681977.2483294,11.0,62.0,273.0,Low Stress,Increase workload
1774681977.2902966,11.0,62.0,273.0,Low Stress,Increase workload
1774681977.3326259,11.0,62.0,273.0,Low Stress,Increase workload
1774681977.374551,12.0,62.0,273.0,Low Stress,Increase workload
1774681977.4164453,12.0,62.0,273.0,Low Stress,Increase workload
1774681977.458464,12.0,62.0,273.0,Low Stress,Increase workload
1774681977.498558,12.0,62.0,273.0,Low Stress,Increase workload
1774681977.5390902,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.5776591,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.6209936,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.6626925,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.7031486,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.745214,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.786435,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.8262465,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.867817,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.9103966,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.952294,13.0,62.0,273.0,Low Stress,Increase workload
1774681977.9938178,13.0,62.0,273.0,Low Stress,Increase workload
1774681978.033922,13.0,62.0,273.0,Low Stress,Increase workload
1774681978.0736656,13.0,62.0,273.0,Low Stress,Increase workload
1774681978.113666,13.0,62.0,273.0,Low Stress,Increase workload
1774681978.154643,13.0,62.0,273.0,Low Stress,Increase workload
1774681978.200639,13.0,62.0,273.0,Low Stress,Increase workload
1774681978.2421317,13.0,62.0,273.0,Low Stress,Increase workload
1774681978.2845707,13.0,62.0,273.0,Low Stress,Increase workload
1774681978.3291388,13.0,62.0,273.0,Low Stress,Increase workload
1774681978.3691993,12.0,62.0,273.0,Low Stress,Increase workload
1774681978.4092624,12.0,62.0,273.0,Low Stress,Increase workload
1774681978.4523897,12.0,62.0,273.0,Low Stress,Increase workload
1774681978.4924176,12.0,62.0,273.0,Low Stress,Increase workload
1774681978.531608,12.0,62.0,273.0,Low Stress,Increase workload
1774681978.5736167,12.0,62.0,273.0,Low Stress,Increase workload
1774681978.6295764,12.0,62.0,273.0,Low Stress,Increase workload
1774681978.7088645,12.0,62.0,273.0,Low Stress,Increase workload
1774681978.7646475,10.0,62.0,273.0,Low Stress,Increase workload
1774681978.8167534,10.0,62.0,273.0,Low Stress,Increase workload
1774681978.872106,10.0,62.0,273.0,Low Stress,Increase workload
1774681978.9246404,10.0,62.0,273.0,Low Stress,Increase workload
1774681978.9757588,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.024777,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.0756927,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.1277394,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.1808822,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.2330456,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.283646,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.3352182,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.386953,8.0,62.0,273.0,Low Stress,Increase workload
1774681979.4445426,8.0,62.0,273.0,Low Stress,Increase workload
1774681979.494871,8.0,62.0,273.0,Low Stress,Increase workload
1774681979.54373,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.5971122,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.654546,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.7109447,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.7790995,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.832529,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.8816311,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.9299948,10.0,62.0,273.0,Low Stress,Increase workload
1774681979.9782,10.0,63.0,273.0,Low Stress,Increase workload
1774681980.0345879,10.0,62.0,273.0,Low Stress,Increase workload
1774681980.10286,10.0,62.0,273.0,Low Stress,Increase workload
1774681980.1635854,8.0,63.0,273.0,Low Stress,Increase workload
1774681980.222511,8.0,62.0,273.0,Low Stress,Increase workload
1774681980.272083,8.0,62.0,273.0,Low Stress,Increase workload
1774681980.3300598,8.0,62.0,273.0,Low Stress,Increase workload
1774681980.3924868,10.0,62.0,273.0,Low Stress,Increase workload
1774681980.4469047,10.0,62.0,273.0,Low Stress,Increase workload
1774681980.5006442,10.0,62.0,273.0,Low Stress,Increase workload
1774681980.563473,8.0,62.0,273.0,Low Stress,Increase workload
1774681980.6219573,8.0,62.0,273.0,Low Stress,Increase workload
1774681980.675672,8.0,62.0,273.0,Low Stress,Increase workload
1774681980.7154927,8.0,62.0,273.0,Low Stress,Increase workload
1774681980.7571552,10.0,62.0,273.0,Low Stress,Increase workload
1774681980.8139007,10.0,63.0,273.0,Low Stress,Increase workload
1774681980.856462,10.0,63.0,273.0,Low Stress,Increase workload
1774681980.8968577,10.0,62.0,273.0,Low Stress,Increase workload
1774681980.9381273,10.0,63.0,273.0,Low Stress,Increase workload
1774681980.9802096,12.0,63.0,273.0,Low Stress,Increase workload
1774681981.0218039,12.0,63.0,273.0,Low Stress,Increase workload
1774681981.0625966,12.0,63.0,273.0,Low Stress,Increase workload
1774681981.1072376,12.0,63.0,273.0,Low Stress,Increase workload
1774681981.147132,12.0,63.0,273.0,Low Stress,Increase workload
1774681981.1866083,11.0,63.0,273.0,Low Stress,Increase workload
1774681981.2284126,11.0,63.0,273.0,Low Stress,Increase workload
1774681981.2691548,11.0,63.0,273.0,Low Stress,Increase workload
1774681981.3091717,11.0,63.0,273.0,Low Stress,Increase workload
1774681981.3488853,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.3892052,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.4287689,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.4698036,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.510583,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.552194,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.5927763,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.6319869,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.6717174,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.7118435,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.7513645,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.7926936,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.8436186,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.8842716,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.9242454,13.0,63.0,273.0,Low Stress,Increase workload
1774681981.9643884,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.0044024,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.043619,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.0862696,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.126359,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.166096,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.2082012,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.2480583,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.2872443,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.3303447,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.3711243,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.4115674,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.4526064,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.4927127,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.5323305,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.5760875,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.6160152,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.6560314,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.695587,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.7365212,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.7775674,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.8221016,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.8732064,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.9135802,13.0,63.0,273.0,Low Stress,Increase workload
1774681982.9555006,10.0,63.0,273.0,Low Stress,Increase workload
1774681982.9963918,10.0,63.0,273.0,Low Stress,Increase workload
1774681983.0356631,10.0,63.0,273.0,Low Stress,Increase workload
1774681983.0740767,10.0,63.0,273.0,Low Stress,Increase workload
1774681983.1138744,10.0,63.0,273.0,Low Stress,Increase workload
1774681983.152228,10.0,63.0,273.0,Low Stress,Increase workload
1774681983.1935499,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.2350752,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.2737195,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.3130007,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.3565607,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.396114,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.437556,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.4785054,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.5168767,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.5556107,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.5936034,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.635727,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.6746264,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.713871,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.7546313,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.7944267,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.837118,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.891535,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.9319494,13.0,63.0,273.0,Low Stress,Increase workload
1774681983.971898,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.012086,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.0518801,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.0911012,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.1297746,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.1677403,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.2084877,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.2487752,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.29575,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.3353956,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.3741193,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.4141085,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.4543428,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.4942448,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.537951,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.5814104,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.6239524,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.6634367,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.7024348,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.742095,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.7806432,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.818965,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.857711,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.9032602,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.9457433,13.0,63.0,273.0,Low Stress,Increase workload
1774681984.9854739,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.0273237,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.0668392,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.1089969,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.1477711,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.187005,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.2297647,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.2687383,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.3075314,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.3457775,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.386433,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.4273365,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.4670506,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.5056105,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.5452302,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.5888007,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.6297073,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.6683235,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.7073233,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.7474048,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.7872448,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.828429,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.8676817,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.9098012,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.9586246,13.0,63.0,273.0,Low Stress,Increase workload
1774681985.9974663,10.0,63.0,273.0,Low Stress,Increase workload
1774681986.037998,10.0,63.0,273.0,Low Stress,Increase workload
1774681986.0822465,10.0,63.0,273.0,Low Stress,Increase workload
1774681986.1227026,10.0,63.0,273.0,Low Stress,Increase workload
1774681986.1611342,10.0,63.0,273.0,Low Stress,Increase workload
1774681986.2005248,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.242709,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.2843983,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.3252244,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.3641682,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.4051988,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.445415,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.4869597,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.528838,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.5700428,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.609727,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.64893,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.6886098,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.7288344,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.7679338,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.809292,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.8519785,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.8933928,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.936952,13.0,63.0,273.0,Low Stress,Increase workload
1774681986.9880643,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.029715,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.0734107,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.1144562,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.156328,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.1978285,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.2408805,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.2834132,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.3249817,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.3663461,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.4062085,10.0,63.0,273.0,Low Stress,Increase workload
1774681987.4466023,10.0,63.0,273.0,Low Stress,Increase workload
1774681987.4865289,10.0,63.0,273.0,Low Stress,Increase workload
1774681987.5253913,10.0,63.0,273.0,Low Stress,Increase workload
1774681987.5651495,10.0,63.0,273.0,Low Stress,Increase workload
1774681987.6040547,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.6429005,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.684479,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.7267675,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.7660694,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.804908,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.8438802,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.8825653,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.9218433,13.0,63.0,273.0,Low Stress,Increase workload
1774681987.9670815,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.0180173,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.0588477,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.1066985,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.1482844,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.1919057,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.2382472,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.2802835,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.3225915,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.36423,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.4061542,11.0,63.0,273.0,Low Stress,Increase workload
1774681988.4494612,11.0,63.0,273.0,Low Stress,Increase workload
1774681988.4921424,11.0,63.0,273.0,Low Stress,Increase workload
1774681988.5326347,11.0,63.0,273.0,Low Stress,Increase workload
1774681988.5744908,12.0,63.0,273.0,Low Stress,Increase workload
1774681988.6159496,12.0,63.0,273.0,Low Stress,Increase workload
1774681988.658916,12.0,63.0,273.0,Low Stress,Increase workload
1774681988.700511,12.0,63.0,273.0,Low Stress,Increase workload
1774681988.7439015,12.0,63.0,273.0,Low Stress,Increase workload
1774681988.7882545,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.831272,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.872478,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.914558,13.0,63.0,273.0,Low Stress,Increase workload
1774681988.9571123,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.0009885,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.0494795,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.0906754,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.1315894,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.1725588,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.2137253,10.0,63.0,273.0,Low Stress,Increase workload
1774681989.2561584,10.0,63.0,273.0,Low Stress,Increase workload
1774681989.30281,10.0,63.0,273.0,Low Stress,Increase workload
1774681989.343508,10.0,63.0,273.0,Low Stress,Increase workload
1774681989.384503,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.4264014,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.4678698,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.5072336,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.5474393,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.5885854,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.6274407,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.666883,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.7094939,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.7514083,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.7940154,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.8369434,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.87977,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.9224362,13.0,63.0,273.0,Low Stress,Increase workload
1774681989.9652107,13.0,63.0,273.0,Low Stress,Increase workload
1774681990.0078876,13.0,63.0,273.0,Low Stress,Increase workload
1774681990.0617156,13.0,63.0,273.0,Low Stress,Increase workload
1774681990.1095085,13.0,63.0,273.0,Low Stress,Increase workload
1774681990.154947,13.0,63.0,273.0,Low Stress,Increase workload
1774681990.19695,10.0,63.0,273.0,Low Stress,Increase workload
